"Site","Year","QuadID","Species","Cover","Treatment","Seeding07","Seeding06","SEED","Growth Habit","Duration","US Nativity","Seeded"
"Bellfountain",2009,"BF-12-2","Sherardia arvensis",0.20,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-2","Triphysaria pusilla",0.70,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-2","Veronica arvensis",0.10,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-2","Vicia hirsuta",0.00,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-2","Vicia sativa",1.50,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Agoseris grandiflora",0.50,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Agrostis",60.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Bare Soil",1.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-12-3","Brodiaea coronaria",0.10,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Bromus carinatus",0.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Bromus hordeaceus",0.30,"C","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Carex tumulicola",0.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Cerastium glomeratum",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Cruciata pedemontana",0.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Cynosurus echinatus",0.00,"C","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Danthonia californica",0.00,"C","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-3","Daucus carota",0.20,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Elymus glaucus",0.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Eriophyllum lanatum",0.00,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-3","Fragaria virginiana",13.00,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Galium divaricatum",0.30,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Holcus lanatus",0.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Hypericum perforatum",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Hypochaeris radicata",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Leucanthemum vulgare",4.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Lichen",0.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-12-3","Linanthus bicolor",0.20,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-3","Litter",70.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-12-3","Lomatium utriculatum",0.30,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-3","Lotus micranthus",5.00,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-3","Luzula comosa",4.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-3","Microsteris gracilis",0.40,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-3","Moss",0.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-12-3","Myosotis discolor",0.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Plantago lanceolata",2.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Plectritis congesta",0.10,"C","SD","NS","2007","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-12-3","Poa pratensis",0.20,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Ranunculus occidentalis",0.10,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-3","Rock",0.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-12-3","Rumex acetosella",0.20,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-3","Sherardia arvensis",3.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Triphysaria pusilla",6.00,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-3","Veronica arvensis",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-3","Vicia sativa",4.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Agoseris grandiflora",3.00,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Agrostis",50.00,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Aira caryophyllea",0.00,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Annual Bromus",2.00,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Bare Soil",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-12-4","Brodiaea coronaria",2.00,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Bromus hordeaceus",1.00,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Bromus secalinus",0.00,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Carex tumulicola",0.00,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Cerastium glomeratum",0.30,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Cruciata pedemontana",3.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Danthonia californica",2.00,"C","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-4","Daucus carota",0.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Elymus glaucus",0.00,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Epilobium brachycarpum",0.00,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-4","Fragaria virginiana",20.00,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Galium divaricatum",0.50,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Hypochaeris radicata",3.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Leucanthemum vulgare",0.80,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Lichen",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-12-4","Linanthus bicolor",0.30,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-4","Litter",75.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-12-4","Lotus micranthus",2.00,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-4","Luzula comosa",1.00,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-12-4","Microsteris gracilis",0.50,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-4","Moss",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-12-4","Myosotis discolor",0.20,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Plantago lanceolata",1.20,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Poa pratensis",0.00,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Ranunculus occidentalis",0.40,"C","NS","NS","NS","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-12-4","Rock",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-12-4","Rumex acetosella",0.80,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-12-4","Sherardia arvensis",1.00,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Trifolium dubium",0.70,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Triphysaria pusilla",3.00,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-12-4","Veronica arvensis",0.00,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Vicia hirsuta",0.80,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-12-4","Vicia sativa",3.00,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Agoseris grandiflora",0.40,"D","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-1","Agrostis",5.00,"D","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Bare Soil",0.50,"D","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-13-1","Brodiaea coronaria",0.60,"D","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-1","Bromus hordeaceus",0.00,"D","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Carex tumulicola",1.00,"D","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-1","Cerastium glomeratum",0.50,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Cruciata pedemontana",0.10,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Cynosurus echinatus",0.00,"D","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Danthonia californica",7.00,"D","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-1","Eriophyllum lanatum",0.60,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-1","Fragaria virginiana",31.00,"D","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-1","Galium divaricatum",0.20,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Hypericum perforatum",0.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Hypochaeris radicata",0.30,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Leucanthemum vulgare",5.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Lichen",0.00,"D","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-13-1","Linanthus bicolor",15.00,"D","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-1","Litter",30.00,"D","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-13-1","Lomatium utriculatum",3.00,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-1","Lotus micranthus",0.20,"D","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-1","Luzula comosa",0.10,"D","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-1","Microsteris gracilis",0.00,"D","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-1","Moss",3.00,"D","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-13-1","Myosotis discolor",0.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Plantago lanceolata",0.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Plectritis congesta",0.10,"D","SD","SD","Both","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-13-1","Ranunculus occidentalis",0.10,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-1","Rock",0.00,"D","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-13-1","Rumex acetosella",3.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-1","Sherardia arvensis",2.00,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Trifolium dubium",1.00,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Triphysaria pusilla",0.20,"D","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-1","Veronica arvensis",0.10,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-1","Vicia sativa",0.20,"D","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Achillea millefolium",0.00,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-2","Agoseris grandiflora",1.00,"D","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-2","Agrostis",0.00,"D","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Bare Soil",0.00,"D","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-13-2","Brodiaea coronaria",0.10,"D","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-2","Bromus hordeaceus",0.00,"D","NS","SD","2006","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Cerastium glomeratum",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Cruciata pedemontana",0.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Cynosurus echinatus",0.00,"D","NS","SD","2006","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Danthonia californica",0.40,"D","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-2","Daucus carota",2.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Elymus glaucus",0.80,"D","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-2","Eriophyllum lanatum",0.00,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-2","Fragaria virginiana",30.00,"D","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-2","Galium divaricatum",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Hypericum perforatum",0.10,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Hypochaeris radicata",0.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Leucanthemum vulgare",25.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Lichen",5.00,"D","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-13-2","Linanthus bicolor",40.00,"D","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-2","Litter",35.00,"D","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-13-2","Lomatium utriculatum",1.00,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-2","Lotus micranthus",0.30,"D","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-2","Luzula comosa",0.40,"D","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-2","Microsteris gracilis",1.00,"D","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-2","Moss",25.00,"D","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-13-2","Myosotis discolor",0.10,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Plantago lanceolata",0.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Plectritis congesta",0.00,"D","NS","SD","2006","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-13-2","Poa pratensis",0.00,"D","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Ranunculus occidentalis",0.10,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-2","Rock",0.00,"D","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-13-2","Rumex acetosella",0.20,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-2","Sherardia arvensis",0.20,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Trifolium dubium",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Triphysaria pusilla",0.00,"D","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-2","Veronica arvensis",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Vicia hirsuta",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-2","Vicia sativa",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Agoseris grandiflora",1.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Agrostis",6.00,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Bare Soil",2.00,"D","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-13-3","Brodiaea coronaria",0.30,"D","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Bromus hordeaceus",0.50,"D","SD","NS","2007","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Carex tumulicola",0.50,"D","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Cerastium glomeratum",0.50,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Cruciata pedemontana",1.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Danthonia californica",1.20,"D","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-3","Daucus carota",0.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Elymus glaucus",0.00,"D","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Epilobium brachycarpum",0.00,"D","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-3","Eriophyllum lanatum",0.00,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-3","Fragaria virginiana",25.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Galium divaricatum",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Holcus lanatus",0.00,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Hypericum perforatum",0.10,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Hypochaeris radicata",3.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Leucanthemum vulgare",8.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Lichen",0.00,"D","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-13-3","Linanthus bicolor",60.00,"D","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-3","Litter",40.00,"D","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-13-3","Lomatium utriculatum",0.10,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-3","Lotus micranthus",0.30,"D","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-3","Luzula comosa",0.30,"D","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Microsteris gracilis",0.20,"D","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-3","Moss",3.00,"D","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-13-3","Myosotis discolor",0.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Plantago lanceolata",1.30,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Plectritis congesta",0.00,"D","SD","NS","2007","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-13-3","Poa pratensis",0.00,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Prunella vulgaris",5.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-3","Ranunculus occidentalis",0.20,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-13-3","Rock",0.00,"D","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-13-3","Rumex acetosella",4.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-13-3","Sherardia arvensis",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Trifolium dubium",0.20,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Triphysaria pusilla",0.10,"D","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-13-3","Veronica arvensis",0.20,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Vicia hirsuta",0.20,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-3","Vicia sativa",1.00,"D","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-13-4","Agoseris grandiflora",4.00,"D","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-13-4","Agrostis",4.00,"D","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-13-4","Annual Bromus",2.00,"D","NS","NS","NS","Graminoid","Annual","Exotic",
